event_id,user_id,event_date,channel,device,funnel_stage,product_category,spent_time_seconds,action_outcome
11230,73959,2023-01-09,Website,Desktop,Landing Page,Fashion,226,progress
11231,66561,2023-02-24,Email,Mobile,Add to Cart,Beauty,284,progress
11232,37841,2023-02-25,Mobile App,Desktop,Product View,Toys,193,progress
11233,86983,2023-01-05,Website,Mobile,Checkout,Fashion,180,drop_off
11234,77171,2023-02-27,Social Media,Tablet,Landing Page,Fashion,262,progress
11235,16115,2023-02-19,Email,Tablet,Landing Page,Beauty,184,progress
11236,53181,2023-02-19,Email,Tablet,Product View,Toys,191,progress
11237,44265,2023-01-12,Website,Tablet,Landing Page,Electronics,285,purchase
11238,82894,2023-02-18,Website,Desktop,Landing Page,Sports,281,drop_off
11239,71934,2023-01-18,Email,Desktop,Add to Cart,Sports,107,progress
11240,21992,2023-02-15,Mobile App,Desktop,Product View,Electronics,5,progress
11241,30904,2023-01-25,Social Media,Tablet,Landing Page,Toys,166,progress
11242,67771,2023-01-20,Email,Desktop,Landing Page,Fashion,23,progress
11243,17505,2023-01-09,Mobile App,Desktop,Landing Page,Fashion,119,progress
11244,19458,2023-02-01,Website,Mobile,Product View,Electronics,110,progress
11245,50425,2023-01-12,Mobile App,Desktop,Landing Page,Beauty,107,purchase
11246,51250,2023-02-03,Website,Desktop,Landing Page,Sports,125,progress
11247,51610,2023-02-09,Mobile App,Desktop,Confirmation,Beauty,212,purchase
11248,38658,2023-01-02,Social Media,Desktop,Product View,Beauty,146,progress
11249,55097,2023-01-09,Email,Desktop,Landing Page,Beauty,205,progress
11250,21721,2023-02-05,Website,Desktop,Product View,Sports,267,progress
11251,55105,2023-01-15,Website,Desktop,Landing Page,Electronics,203,drop_off
11252,19102,2023-01-30,Mobile App,Mobile,Payment,Electronics,169,drop_off
11253,39557,2023-01-26,Mobile App,Desktop,Add to Cart,Fashion,257,purchase
11254,81200,2023-02-11,Website,Desktop,Product View,Fashion,112,progress
11255,96835,2023-01-29,Website,Desktop,Payment,Electronics,190,purchase
11256,84145,2023-02-11,Website,Tablet,Confirmation,Home,154,progress
11257,10640,2023-01-05,Social Media,Mobile,Product View,Sports,10,progress
11258,60792,2023-01-06,Mobile App,Mobile,Landing Page,Electronics,16,progress
11259,71004,2023-02-01,Mobile App,Mobile,Add to Cart,Fashion,229,drop_off
11260,14761,2023-02-10,Social Media,Mobile,Add to Cart,Electronics,152,drop_off
11261,84895,2023-02-05,Website,Mobile,Landing Page,Toys,249,progress
11262,36830,2023-02-14,Social Media,Desktop,Payment,Fashion,244,progress
11263,37106,2023-01-24,Website,Desktop,Checkout,Beauty,109,progress
11264,34575,2023-01-27,Mobile App,Mobile,Landing Page,Electronics,209,progress
11265,14674,2023-01-20,Social Media,Mobile,Landing Page,Electronics,43,progress
11266,73615,2023-01-16,Website,Mobile,Landing Page,Toys,287,progress
11267,19780,2023-02-21,Social Media,Desktop,Add to Cart,Fashion,194,drop_off
11268,39011,2023-02-12,Mobile App,Desktop,Checkout,Sports,24,progress
11269,61879,2023-01-29,Mobile App,Desktop,Product View,Sports,235,progress
11270,29638,2023-01-19,Website,Mobile,Add to Cart,Home,69,drop_off
11271,22237,2023-02-10,Mobile App,Mobile,Payment,Sports,127,purchase
11272,92806,2023-02-13,Email,Mobile,Landing Page,Home,64,progress
11273,41307,2023-01-16,Website,Desktop,Landing Page,Beauty,10,progress
11274,39528,2023-02-12,Social Media,Mobile,Payment,Home,206,purchase
11275,36294,2023-01-15,Website,Tablet,Add to Cart,Home,160,purchase
11276,76108,2023-01-02,Website,Desktop,Add to Cart,Sports,84,progress
11277,49117,2023-01-07,Email,Desktop,Product View,Toys,219,progress
11278,59439,2023-02-01,Social Media,Desktop,Product View,Electronics,290,drop_off
11279,50642,2023-01-28,Mobile App,Tablet,Add to Cart,Electronics,121,drop_off
11280,45125,2023-01-26,Social Media,Desktop,Product View,Electronics,224,progress
11281,39510,2023-02-06,Social Media,Tablet,Checkout,Home,103,progress
11282,57284,2023-02-02,Social Media,Mobile,Payment,Toys,250,drop_off
11283,47692,2023-02-11,Mobile App,Desktop,Checkout,Electronics,68,drop_off
11284,75798,2023-01-07,Website,Desktop,Landing Page,Fashion,230,drop_off
11285,32175,2023-01-01,Website,Mobile,Add to Cart,Home,153,progress
11286,23783,2023-02-08,Website,Mobile,Product View,Toys,149,progress
11287,12073,2023-02-23,Website,Mobile,Checkout,Home,44,progress
11288,14239,2023-01-30,Social Media,Desktop,Landing Page,Toys,170,progress
11289,85808,2023-01-11,Email,Mobile,Landing Page,Beauty,215,purchase
11290,93099,2023-01-23,Website,Mobile,Product View,Beauty,119,progress
11291,22339,2023-02-26,Email,Tablet,Confirmation,Fashion,81,drop_off
11292,96753,2023-01-10,Social Media,Desktop,Product View,Toys,60,progress
11293,89180,2023-02-13,Email,Mobile,Product View,Beauty,42,drop_off
11294,80507,2023-02-26,Email,Desktop,Landing Page,Electronics,131,progress
11295,28636,2023-02-26,Website,Mobile,Payment,Sports,215,purchase
11296,73723,2023-01-06,Website,Desktop,Landing Page,Beauty,278,progress
11297,98293,2023-01-22,Mobile App,Mobile,Add to Cart,Beauty,80,drop_off
11298,59361,2023-02-18,Social Media,Desktop,Add to Cart,Home,226,progress
11299,48203,2023-02-20,Mobile App,Tablet,Landing Page,Toys,216,progress
11300,71474,2023-01-08,Email,Mobile,Add to Cart,Home,62,progress
11301,38558,2023-01-05,Social Media,Mobile,Landing Page,Sports,60,progress
11302,58261,2023-01-23,Website,Tablet,Product View,Electronics,235,drop_off
11303,16519,2023-01-10,Website,Mobile,Landing Page,Toys,223,progress
11304,86380,2023-01-23,Social Media,Mobile,Product View,Fashion,79,progress
11305,51305,2023-01-28,Social Media,Desktop,Payment,Beauty,167,purchase
11306,28218,2023-02-07,Social Media,Desktop,Landing Page,Beauty,210,progress
11307,92468,2023-01-06,Website,Tablet,Landing Page,Electronics,123,drop_off
11308,84120,2023-02-03,Mobile App,Mobile,Landing Page,Home,259,progress
11309,17430,2023-02-11,Website,Mobile,Product View,Toys,124,drop_off
11310,66440,2023-02-12,Social Media,Mobile,Add to Cart,Electronics,280,drop_off
11311,29774,2023-02-23,Mobile App,Mobile,Landing Page,Electronics,72,progress
11312,67631,2023-01-19,Website,Mobile,Product View,Electronics,61,progress
11313,66084,2023-01-01,Mobile App,Desktop,Landing Page,Home,238,progress
11314,32255,2023-01-22,Social Media,Desktop,Landing Page,Toys,6,progress
11315,96300,2023-01-06,Mobile App,Mobile,Product View,Toys,131,progress
11316,22229,2023-01-29,Email,Desktop,Product View,Fashion,48,progress
11317,81563,2023-01-02,Social Media,Mobile,Checkout,Electronics,290,drop_off
11318,74459,2023-01-24,Social Media,Tablet,Confirmation,Electronics,197,progress
11319,22611,2023-01-25,Mobile App,Mobile,Checkout,Sports,184,progress
11320,14741,2023-01-23,Social Media,Tablet,Landing Page,Fashion,274,progress
11321,82575,2023-01-08,Email,Desktop,Add to Cart,Sports,246,progress
11322,36760,2023-01-14,Email,Tablet,Checkout,Toys,99,progress
11323,23542,2023-01-02,Mobile App,Tablet,Landing Page,Beauty,285,progress
11324,95422,2023-02-12,Social Media,Mobile,Payment,Electronics,41,purchase
11325,27906,2023-02-21,Website,Mobile,Landing Page,Home,104,progress
11326,60654,2023-01-18,Email,Mobile,Landing Page,Beauty,103,progress
11327,44041,2023-01-30,Social Media,Mobile,Landing Page,Fashion,122,progress
11328,53370,2023-02-27,Website,Tablet,Add to Cart,Home,59,progress
11329,56267,2023-01-04,Website,Tablet,Landing Page,Home,260,progress
11330,42481,2023-02-20,Mobile App,Mobile,Add to Cart,Beauty,174,drop_off
11331,12046,2023-02-26,Mobile App,Tablet,Landing Page,Beauty,232,progress
11332,25703,2023-01-01,Mobile App,Tablet,Product View,Home,184,progress
11333,92397,2023-01-22,Website,Mobile,Add to Cart,Fashion,216,drop_off
11334,79299,2023-02-13,Mobile App,Mobile,Landing Page,Toys,261,progress
11335,53720,2023-01-10,Website,Desktop,Checkout,Fashion,262,drop_off
11336,98156,2023-02-25,Email,Mobile,Add to Cart,Sports,17,progress
11337,25443,2023-02-04,Website,Tablet,Landing Page,Sports,20,progress
11338,14629,2023-02-19,Social Media,Desktop,Checkout,Sports,99,drop_off
11339,36890,2023-02-21,Website,Mobile,Product View,Fashion,205,progress
11340,11980,2023-01-28,Email,Desktop,Landing Page,Electronics,143,purchase
11341,97915,2023-02-04,Mobile App,Desktop,Add to Cart,Fashion,37,progress
11342,83664,2023-02-27,Social Media,Desktop,Add to Cart,Electronics,137,purchase
11343,66461,2023-02-10,Email,Mobile,Confirmation,Beauty,62,progress
11344,87656,2023-01-10,Website,Tablet,Add to Cart,Toys,138,progress
11345,26124,2023-02-17,Website,Mobile,Confirmation,Electronics,41,purchase
11346,74173,2023-02-26,Website,Tablet,Landing Page,Beauty,91,progress
11347,14588,2023-02-08,Social Media,Mobile,Landing Page,Home,14,progress
11348,50178,2023-01-23,Social Media,Desktop,Payment,Beauty,144,purchase
11349,87476,2023-01-08,Social Media,Desktop,Product View,Sports,85,drop_off
11350,69585,2023-02-21,Email,Mobile,Payment,Fashion,224,progress
11351,82391,2023-02-11,Social Media,Desktop,Checkout,Electronics,266,purchase
11352,93065,2023-01-21,Social Media,Mobile,Landing Page,Beauty,286,progress
11353,65654,2023-02-08,Social Media,Tablet,Product View,Beauty,179,drop_off
11354,91911,2023-01-11,Email,Desktop,Confirmation,Toys,257,purchase
11355,63600,2023-01-15,Mobile App,Tablet,Add to Cart,Beauty,134,progress
11356,38631,2023-01-11,Social Media,Desktop,Product View,Beauty,47,progress
11357,15621,2023-01-13,Website,Tablet,Landing Page,Toys,28,progress
11358,15280,2023-01-21,Email,Mobile,Add to Cart,Home,162,drop_off
11359,99553,2023-02-21,Website,Mobile,Landing Page,Electronics,276,progress
11360,99814,2023-01-15,Social Media,Desktop,Landing Page,Electronics,76,progress
11361,68763,2023-01-26,Mobile App,Desktop,Checkout,Sports,24,progress
11362,76455,2023-01-29,Email,Tablet,Landing Page,Sports,130,progress
11363,21252,2023-02-11,Email,Desktop,Checkout,Home,121,drop_off
11364,92217,2023-01-06,Website,Mobile,Landing Page,Electronics,145,progress
11365,30990,2023-02-13,Social Media,Desktop,Product View,Fashion,141,progress
11366,66067,2023-02-17,Mobile App,Mobile,Landing Page,Home,290,progress
11367,96715,2023-01-14,Email,Desktop,Payment,Sports,219,purchase
11368,15932,2023-01-05,Mobile App,Desktop,Product View,Sports,188,progress
11369,44444,2023-01-13,Social Media,Desktop,Payment,Fashion,93,progress
11370,55148,2023-02-25,Email,Tablet,Payment,Electronics,10,purchase
11371,67336,2023-02-17,Mobile App,Mobile,Product View,Electronics,195,progress
11372,18569,2023-01-07,Social Media,Mobile,Landing Page,Beauty,31,progress
11373,32357,2023-01-02,Email,Desktop,Landing Page,Home,142,progress
11374,70458,2023-02-04,Email,Desktop,Payment,Toys,160,drop_off
11375,55063,2023-01-20,Website,Mobile,Payment,Home,166,drop_off
11376,55742,2023-02-20,Email,Mobile,Landing Page,Beauty,80,progress
11377,35427,2023-01-05,Website,Mobile,Landing Page,Sports,220,progress
11378,79965,2023-01-21,Mobile App,Mobile,Product View,Beauty,196,progress
11379,40329,2023-01-31,Website,Desktop,Landing Page,Sports,264,progress
11380,94819,2023-02-03,Social Media,Desktop,Add to Cart,Sports,208,drop_off
11381,35473,2023-01-03,Website,Mobile,Product View,Sports,43,purchase
11382,97542,2023-01-24,Email,Tablet,Landing Page,Toys,98,progress
11383,23637,2023-01-26,Social Media,Mobile,Add to Cart,Electronics,236,progress
11384,78037,2023-02-03,Website,Tablet,Landing Page,Home,190,progress
11385,18982,2023-02-02,Website,Tablet,Payment,Fashion,177,progress
11386,46870,2023-01-19,Email,Tablet,Product View,Fashion,225,progress
11387,82842,2023-02-03,Mobile App,Mobile,Payment,Electronics,150,purchase
11388,71248,2023-01-14,Social Media,Tablet,Add to Cart,Beauty,263,drop_off
11389,14454,2023-02-21,Email,Desktop,Product View,Beauty,226,progress
11390,36426,2023-01-06,Social Media,Tablet,Product View,Fashion,110,drop_off
11391,22279,2023-02-03,Website,Desktop,Product View,Beauty,262,drop_off
11392,27523,2023-02-18,Mobile App,Tablet,Confirmation,Toys,270,progress
11393,36400,2023-02-03,Website,Mobile,Landing Page,Home,5,progress
11394,10885,2023-02-11,Mobile App,Desktop,Checkout,Toys,31,progress
11395,78767,2023-02-20,Mobile App,Mobile,Add to Cart,Sports,191,drop_off
11396,24672,2023-02-11,Website,Mobile,Product View,Home,106,progress
11397,74236,2023-01-27,Social Media,Tablet,Landing Page,Fashion,25,progress
11398,72557,2023-01-13,Email,Tablet,Product View,Electronics,175,progress
11399,36668,2023-02-26,Mobile App,Tablet,Checkout,Beauty,28,progress
11400,95062,2023-01-09,Mobile App,Tablet,Add to Cart,Beauty,126,drop_off
11401,83190,2023-01-07,Website,Mobile,Checkout,Home,90,drop_off
11402,37203,2023-02-12,Mobile App,Mobile,Landing Page,Toys,72,progress
11403,76041,2023-02-04,Mobile App,Desktop,Landing Page,Fashion,126,drop_off
11404,21583,2023-01-13,Email,Mobile,Product View,Electronics,154,progress
11405,63489,2023-01-04,Mobile App,Desktop,Landing Page,Sports,24,progress
11406,50751,2023-01-05,Email,Tablet,Landing Page,Beauty,135,progress
11407,62909,2023-01-01,Mobile App,Tablet,Landing Page,Beauty,185,progress
11408,50602,2023-02-08,Website,Mobile,Product View,Fashion,219,drop_off
11409,64216,2023-02-28,Social Media,Tablet,Add to Cart,Sports,229,drop_off
11410,19300,2023-01-01,Social Media,Tablet,Landing Page,Electronics,115,drop_off
11411,42529,2023-02-07,Website,Mobile,Checkout,Beauty,165,purchase
11412,80389,2023-01-05,Mobile App,Tablet,Payment,Sports,189,drop_off
11413,97713,2023-01-16,Email,Tablet,Product View,Toys,225,progress
11414,39018,2023-02-08,Social Media,Tablet,Payment,Sports,269,purchase
11415,39267,2023-02-18,Website,Tablet,Payment,Fashion,160,progress
11416,34095,2023-02-20,Email,Tablet,Landing Page,Sports,80,progress
11417,22636,2023-01-18,Email,Tablet,Add to Cart,Home,49,drop_off
11418,42758,2023-02-07,Social Media,Desktop,Landing Page,Beauty,174,progress
11419,87340,2023-02-03,Mobile App,Desktop,Payment,Fashion,153,purchase
11420,15601,2023-01-29,Mobile App,Tablet,Payment,Home,29,progress
11421,77066,2023-01-27,Website,Tablet,Checkout,Electronics,227,purchase
11422,54651,2023-01-28,Mobile App,Desktop,Add to Cart,Electronics,193,progress
11423,60961,2023-02-01,Website,Desktop,Product View,Toys,51,progress
11424,85497,2023-01-18,Email,Mobile,Product View,Electronics,229,progress
11425,21095,2023-01-18,Website,Desktop,Landing Page,Sports,190,progress
11426,10114,2023-01-17,Social Media,Mobile,Landing Page,Electronics,121,progress
11427,30769,2023-01-03,Mobile App,Mobile,Product View,Fashion,43,progress
11428,47351,2023-02-05,Email,Mobile,Landing Page,Sports,170,progress
11429,53217,2023-01-26,Mobile App,Desktop,Landing Page,Beauty,116,progress
11430,81373,2023-02-11,Email,Tablet,Landing Page,Electronics,271,drop_off
11431,72868,2023-01-15,Mobile App,Mobile,Landing Page,Beauty,261,drop_off
11432,63376,2023-01-02,Email,Desktop,Product View,Sports,241,progress
11433,95217,2023-02-13,Social Media,Tablet,Product View,Electronics,230,progress
11434,41480,2023-01-27,Website,Mobile,Add to Cart,Home,21,progress
11435,72195,2023-01-19,Website,Tablet,Payment,Beauty,33,progress
11436,87812,2023-02-05,Social Media,Tablet,Checkout,Fashion,195,progress
11437,64422,2023-01-26,Mobile App,Tablet,Add to Cart,Fashion,276,progress
11438,72341,2023-02-17,Social Media,Mobile,Add to Cart,Electronics,138,purchase
11439,76479,2023-01-18,Social Media,Desktop,Landing Page,Home,196,progress
11440,73157,2023-01-29,Email,Tablet,Add to Cart,Beauty,256,purchase
11441,78757,2023-01-24,Mobile App,Tablet,Payment,Sports,111,drop_off
11442,46251,2023-01-22,Mobile App,Mobile,Landing Page,Electronics,63,drop_off
11443,80218,2023-02-13,Mobile App,Mobile,Confirmation,Home,14,drop_off
11444,50901,2023-02-04,Mobile App,Desktop,Add to Cart,Sports,127,progress
11445,59457,2023-01-03,Social Media,Desktop,Landing Page,Home,254,progress
11446,44993,2023-01-21,Website,Desktop,Product View,Home,79,progress
11447,61109,2023-02-01,Website,Desktop,Payment,Electronics,258,purchase
11448,72834,2023-02-21,Mobile App,Tablet,Landing Page,Home,172,drop_off
11449,87032,2023-02-05,Website,Mobile,Product View,Electronics,55,drop_off
11450,10441,2023-01-15,Email,Tablet,Product View,Beauty,56,progress
11451,37305,2023-02-18,Mobile App,Tablet,Landing Page,Home,272,progress
11452,10334,2023-01-15,Website,Mobile,Checkout,Fashion,245,drop_off
11453,74336,2023-01-17,Website,Tablet,Landing Page,Fashion,209,progress
11454,67284,2023-02-09,Website,Tablet,Landing Page,Toys,211,drop_off
11455,59194,2023-01-21,Social Media,Desktop,Add to Cart,Electronics,203,progress
11456,78682,2023-01-27,Website,Tablet,Payment,Sports,231,progress
11457,70623,2023-02-28,Website,Mobile,Product View,Toys,228,purchase
11458,75855,2023-01-14,Mobile App,Tablet,Confirmation,Electronics,243,progress
11459,40790,2023-01-09,Social Media,Desktop,Product View,Fashion,8,progress
11460,98637,2023-01-31,Social Media,Tablet,Landing Page,Home,48,progress
11461,33804,2023-01-23,Website,Desktop,Add to Cart,Beauty,194,progress
11462,58952,2023-01-29,Social Media,Mobile,Add to Cart,Home,283,progress
11463,72230,2023-01-20,Email,Desktop,Add to Cart,Toys,102,progress
11464,29459,2023-02-05,Website,Desktop,Landing Page,Toys,124,progress
11465,97334,2023-02-01,Website,Mobile,Product View,Beauty,199,drop_off
11466,17775,2023-02-25,Social Media,Mobile,Add to Cart,Beauty,108,progress
11467,37548,2023-02-03,Social Media,Desktop,Landing Page,Electronics,226,progress
11468,85005,2023-01-26,Website,Desktop,Landing Page,Toys,14,progress
11469,66569,2023-01-25,Website,Mobile,Confirmation,Toys,114,progress
11470,18760,2023-02-12,Social Media,Desktop,Product View,Electronics,229,progress
11471,67737,2023-01-25,Email,Desktop,Payment,Toys,273,purchase
11472,31564,2023-01-19,Social Media,Tablet,Payment,Home,124,purchase
11473,59362,2023-02-08,Email,Tablet,Payment,Sports,62,purchase
11474,21980,2023-02-02,Website,Mobile,Landing Page,Fashion,14,drop_off
11475,40165,2023-02-18,Email,Tablet,Add to Cart,Beauty,66,drop_off
